name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
pete falcone,1981,nyn,nl,8,3,0,0.759837,99,0.7248369,0.0139328,falcp001
rod scurry,1981,pit,nl,16,2,3,0.752837,104,0.717837,1.601046,scurr001
ernie camacho,1981,pit,nl,0,0,0,0.752837,104,0.717837,,camae001
rick camp,1981,atl,nl,39,9,4,0.754237,103,0.719237,2.327845,campr001
steve howe,1981,lan,nl,24,5,8,0.764037,96,0.7290369,1.486124,howes001
larry bradford,1981,atl,nl,4,0,2,0.754237,103,0.719237,0.5839871,bradl101
luis deleon,1981,sln,nl,0,2,0,0.755637,102,0.720637,-0.7494624,delel001
luis gomez,1981,atl,nl,0,0,0,0.754237,103,0.719237,,gomel101
al holland,1981,sfn,nl,28,8,2,0.761237,98,0.7262369,0.9648448,holla001
bryn smith,1981,mon,nl,0,0,0,0.758437,100,0.723437,,smitb001
dave goltz,1981,lan,nl,1,4,2,0.764037,96,0.7290369,-1.375496,goltd101
elias sosa,1981,mon,nl,6,3,3,0.758437,100,0.723437,-0.2656848,sosae101
lee smith,1981,chn,nl,26,9,2,0.750037,106,0.7150369,0.5063282,smitl001
don robinson,1981,pit,nl,6,3,1,0.752837,104,0.717837,-0.2394769,robid001
fred kuhaulua,1981,sdn,nl,0,0,0,0.766837,94,0.731837,,kuhaf101
jeff reardon,1981,mon,nl,21,2,2,0.758437,100,0.723437,2.267694,rearj001
john littlefield,1981,sdn,nl,14,4,5,0.766837,94,0.731837,0.430006,littj102
randy jones,1981,nyn,nl,0,0,0,0.759837,99,0.7248369,,joner101
doug bair,1981,cin,nl,4,4,1,0.755637,102,0.720637,-0.9178498,baird001
allen ripley,1981,sfn,nl,0,0,0,0.761237,98,0.7262369,,ripla101
preston hanna,1981,atl,nl,4,0,0,0.754237,103,0.719237,0.5839871,hannp101
ed lynch,1981,nyn,nl,0,0,0,0.759837,99,0.7248369,,lynce001
dave stewart,1981,lan,nl,15,4,3,0.764037,96,0.7290369,0.5971155,stewd001
jerry reed,1981,phi,nl,0,1,0,0.752837,104,0.717837,-0.3732752,reedj002
grant jackson,1981,mon,nl,2,0,0,0.758437,100,0.723437,0.2876256,jackg101
steve ratzer,1981,mon,nl,0,1,1,0.758437,100,0.723437,-0.3761872,ratzs101
jose alvarez,1981,atl,nl,0,0,0,0.754237,103,0.719237,,alvaj001
bobby castillo,1981,lan,nl,11,6,2,0.764037,96,0.7290369,-0.7246863,castr001
greg harris,1981,nyn,nl,1,0,0,0.759837,99,0.7248369,0.1430848,harrg001
sparky lyle,1981,phi,nl,16,7,6,0.752837,104,0.717837,-0.2653301,lyles101
gary lucas,1981,sdn,nl,37,7,8,0.766837,94,0.731837,2.495569,lucag001
john montefusco,1981,atl,nl,1,0,0,0.754237,103,0.719237,0.1459968,montj001
grant jackson,1981,pit,nl,10,4,5,0.752837,104,0.717837,-0.0258531,jackg101
larry mcwilliams,1981,atl,nl,0,0,0,0.754237,103,0.719237,,mcwil001
bob shirley,1981,sln,nl,2,1,2,0.755637,102,0.720637,-0.0841936,shirb001
dan larson,1981,phi,nl,0,0,0,0.752837,104,0.717837,,larsd101
joe price,1981,cin,nl,15,1,8,0.755637,102,0.720637,1.8043,pricj001
lynn mcglothen,1981,chn,nl,5,3,0,0.750037,106,0.7150369,-0.3745536,mcgll101
mark littell,1981,sln,nl,7,2,3,0.755637,102,0.720637,0.2674191,littm101
ken kravec,1981,chn,nl,0,0,1,0.750037,106,0.7150369,,kravk101
chris welsh,1981,sdn,nl,0,0,0,0.766837,94,0.731837,,welsc001
bruce sutter,1981,sln,nl,44,11,10,0.755637,102,0.720637,2.269783,suttb001
ron reed,1981,phi,nl,19,5,3,0.752837,104,0.717837,0.9213948,reedr001
alejandro pena,1981,lan,nl,2,2,1,0.764037,96,0.7290369,-0.4763968,penaa001
joe edelen,1981,sln,nl,3,0,0,0.755637,102,0.720637,0.4358063,edelj101
neil allen,1981,nyn,nl,34,12,4,0.759837,99,0.7248369,0.3419003,allen001
dickie noles,1981,phi,nl,1,1,0,0.752837,104,0.717837,-0.2265505,noled001
bill lee,1981,mon,nl,16,4,4,0.758437,100,0.723437,0.7962558,lee-b101
pascual perez,1981,pit,nl,1,2,0,0.752837,104,0.717837,-0.5998257,perep001
victor cruz,1981,pit,nl,11,4,3,0.752837,104,0.717837,0.1208717,cruzv101
ray searage,1981,nyn,nl,7,0,2,0.759837,99,0.7248369,1.001593,searr001
rick engle,1981,mon,nl,0,0,0,0.758437,100,0.723437,,englr101
ray burris,1981,mon,nl,0,0,0,0.758437,100,0.723437,,burrr001
mike marshall,1981,nyn,nl,10,2,4,0.759837,99,0.7248369,0.6770173,marsm101
jay howell,1981,chn,nl,0,0,0,0.750037,106,0.7150369,,howej001
mike lacoss,1981,cin,nl,4,0,0,0.755637,102,0.720637,0.5810751,lacom001
paul moskau,1981,cin,nl,6,4,1,0.755637,102,0.720637,-0.6273121,moskp101
jesse orosco,1981,nyn,nl,0,2,0,0.759837,99,0.7248369,-0.7538304,orosj001
randy martz,1981,chn,nl,15,1,0,0.750037,106,0.7150369,1.850893,martr101
bob walk,1981,atl,nl,0,0,0,0.754237,103,0.719237,,walkb001
jeff reardon,1981,nyn,nl,3,1,0,0.759837,99,0.7248369,0.0523392,rearj001
dave geisel,1981,chn,nl,1,0,1,0.750037,106,0.7150369,0.1481808,geisd001
alan hargesheimer,1981,sfn,nl,0,0,0,0.761237,98,0.7262369,,harga001
gene garber,1981,atl,nl,13,5,5,0.754237,103,0.719237,0.0279418,garbg001
gary lavelle,1981,sfn,nl,18,7,6,0.761237,98,0.7262369,-0.0810798,laveg001
jim kaat,1981,sln,nl,22,6,1,0.755637,102,0.720637,0.9475256,kaatj101
mike griffin,1981,chn,nl,2,0,1,0.750037,106,0.7150369,0.2963616,grifm001
john curtis,1981,sdn,nl,6,5,2,0.766837,94,0.731837,-1.066107,curtj001
dick ruthven,1981,phi,nl,0,0,0,0.752837,104,0.717837,,ruthd001
larry christenson,1981,phi,nl,3,1,0,0.752837,104,0.717837,0.0668991,chril101
silvio martinez,1981,sln,nl,0,0,0,0.755637,102,0.720637,,marts101
tom hume,1981,cin,nl,27,9,4,0.755637,102,0.720637,0.5496761,humet001
ted power,1981,lan,nl,0,1,0,0.764037,96,0.7290369,-0.3790992,powet001
tom niedenfuer,1981,lan,nl,5,2,0,0.764037,96,0.7290369,-0.0536944,niedt001
dick tidrow,1981,chn,nl,26,10,7,0.750037,106,0.7150369,0.1345084,tidrd001
mike armstrong,1981,sdn,nl,0,2,0,0.766837,94,0.731837,-0.7611104,armsm001
al hrabosky,1981,atl,nl,4,1,1,0.754237,103,0.719237,0.2099839,hraba101
dave lapoint,1981,sln,nl,0,0,0,0.755637,102,0.720637,,lapod001
mark lee,1981,pit,nl,8,2,1,0.752837,104,0.717837,0.4272478,lee-m101
tim lollar,1981,sdn,nl,3,2,0,0.766837,94,0.731837,-0.3427761,lollt001
mike proly,1981,phi,nl,1,2,3,0.752837,104,0.717837,-0.5998257,prolm101
john martin,1981,sln,nl,0,0,0,0.755637,102,0.720637,,martj101
joe edelen,1981,cin,nl,0,0,0,0.755637,102,0.720637,,edelj101
steve fireovid,1981,sdn,nl,0,0,0,0.766837,94,0.731837,,fires001
tom hausman,1981,nyn,nl,1,1,0,0.759837,99,0.7248369,-0.2338304,haust101
scott brown,1981,cin,nl,3,0,3,0.755637,102,0.720637,0.4358063,brows101
rick matula,1981,atl,nl,0,0,0,0.754237,103,0.719237,,matur101
eric show,1981,sdn,nl,10,4,1,0.766837,94,0.731837,-0.127773,showe001
doug bair,1981,sln,nl,5,0,1,0.755637,102,0.720637,0.7263439,baird001
dyar miller,1981,nyn,nl,0,1,1,0.759837,99,0.7248369,-0.3769152,milld101
fred breining,1981,sfn,nl,9,3,3,0.761237,98,0.7262369,0.1482815,breif001
steve bedrosian,1981,atl,nl,0,1,0,0.754237,103,0.719237,-0.3740032,bedrs001
stan bahnsen,1981,mon,nl,8,2,3,0.758437,100,0.723437,0.3981279,bahns101
charlie lea,1981,mon,nl,0,1,0,0.758437,100,0.723437,-0.3761872,lea-c001
jim otten,1981,sln,nl,2,0,1,0.755637,102,0.720637,0.2905376,ottej101
dan boitano,1981,nyn,nl,1,0,1,0.759837,99,0.7248369,0.1430848,boitd101
woodie fryman,1981,mon,nl,21,4,11,0.758437,100,0.723437,1.515319,frymw101
rawly eastwick,1981,chn,nl,4,4,1,0.750037,106,0.7150369,-0.8945536,eastr101
tug mcgraw,1981,phi,nl,22,6,4,0.752837,104,0.717837,0.9882934,mcgrt001
doug capilla,1981,chn,nl,3,3,5,0.750037,106,0.7150369,-0.6709152,capid101
rick mahler,1981,atl,nl,6,0,1,0.754237,103,0.719237,0.8759807,mahlr001
steve mura,1981,sdn,nl,1,1,0,0.766837,94,0.731837,-0.2411105,muras001
enrique romo,1981,pit,nl,13,6,3,0.752837,104,0.717837,-0.3322292,romoe101
rick sutcliffe,1981,lan,nl,0,0,0,0.764037,96,0.7290369,,sutcr001
terry forster,1981,lan,nl,2,1,0,0.764037,96,0.7290369,-0.0972976,forst001
warren brusstar,1981,phi,nl,3,1,1,0.752837,104,0.717837,0.0668991,brusw001
eddie solomon,1981,pit,nl,3,0,1,0.752837,104,0.717837,0.4401743,soloe101
geoff combe,1981,cin,nl,1,0,0,0.755637,102,0.720637,0.1452688,combg101
odell jones,1981,pit,nl,4,1,0,0.752837,104,0.717837,0.2136239,joneo001
greg minton,1981,sfn,nl,38,8,7,0.761237,98,0.7262369,2.388412,mintg001
craig swan,1981,nyn,nl,0,0,0,0.759837,99,0.7248369,,swanc001
tommy boggs,1981,atl,nl,0,1,0,0.754237,103,0.719237,-0.3740032,boggt001
mike rowland,1981,sfn,nl,2,0,1,0.761237,98,0.7262369,0.2847136,rowlm101
bob tufts,1981,sfn,nl,0,0,1,0.761237,98,0.7262369,,tuftb101
bob sykes,1981,sln,nl,1,1,1,0.755637,102,0.720637,-0.2294624,sykeb101
bill caudill,1981,chn,nl,3,6,1,0.750037,106,0.7150369,-1.786373,caudb001
danny boone,1981,sdn,nl,11,1,1,0.766837,94,0.731837,1.153337,boond101
bob long,1981,pit,nl,0,0,0,0.752837,104,0.717837,,longb001
randy moffitt,1981,sfn,nl,0,0,0,0.761237,98,0.7262369,,moffr101
joaquin andujar,1981,sln,nl,1,1,0,0.755637,102,0.720637,-0.2294624,anduj001
dave roberts,1981,nyn,nl,0,0,0,0.759837,99,0.7248369,,robed101
terry leach,1981,nyn,nl,2,1,1,0.759837,99,0.7248369,-0.0907456,leact001
charlie puleo,1981,nyn,nl,0,0,0,0.759837,99,0.7248369,,pulec001
tom gorman,1981,mon,nl,0,0,0,0.758437,100,0.723437,,gormt001
john urrea,1981,sdn,nl,12,4,5,0.766837,94,0.731837,0.1511164,urrej101
george frazier,1982,nya,al,7,4,9,0.7698992,97,0.7348992,-0.5636232,frazg001
terry felton,1982,min,al,7,11,4,0.7600992,104,0.7250992,-3.146929,feltt101
bob mcclure,1982,mil,al,1,0,0,0.7754992,93,0.7404992,0.1349404,mcclb001
ken schrom,1982,tor,al,0,0,1,0.7516992,110,0.7166992,,schrk001
salome barojas,1982,cha,al,46,16,13,0.7670992,99,0.7320992,0.3171228,baros001
jim beattie,1982,sea,al,0,0,0,0.7586992,105,0.7236992,,beatj001
jim gott,1982,tor,al,1,1,0,0.7516992,110,0.7166992,-0.2253671,gottj001
rich gossage,1982,nya,al,60,11,5,0.7698992,97,0.7348992,4.067523,gossr001
jerry koosman,1982,cha,al,8,5,2,0.7670992,99,0.7320992,-0.7889903,koosj001
larry rothschild,1982,det,al,0,1,0,0.7670992,99,0.7320992,-0.3806916,rothl101
sparky lyle,1982,cha,al,0,1,2,0.7670992,99,0.7320992,-0.3806916,lyles101
paul splittorff,1982,kca,al,0,0,0,0.7656992,100,0.7306992,,splip001
don aase,1982,cal,al,30,4,4,0.7670992,99,0.7320992,2.656487,aased001
dave righetti,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,righd001
jim lewis,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,lewij001
bob james,1982,det,al,1,2,0,0.7670992,99,0.7320992,-0.6220747,jameb001
fernando arroyo,1982,min,al,0,1,0,0.7600992,104,0.7250992,-0.3770516,arrof001
bob stanley,1982,bos,al,40,9,5,0.7572992,106,0.7222992,2.395818,stanb001
ron musselman,1982,sea,al,0,0,0,0.7586992,105,0.7236992,,mussr001
rick sutcliffe,1982,cle,al,3,1,1,0.7642992,101,0.7292992,0.0430577,sutcr001
jeff little,1982,min,al,4,2,3,0.7600992,104,0.7250992,-0.1823095,littj101
john pacella,1982,min,al,1,2,0,0.7600992,104,0.7250992,-0.6111547,pacej001
eddie solomon,1982,cha,al,1,0,0,0.7670992,99,0.7320992,0.1393084,soloe101
dave geisel,1982,tor,al,0,0,1,0.7516992,110,0.7166992,,geisd001
tom burgmeier,1982,bos,al,19,2,5,0.7572992,106,0.7222992,1.992493,burgt001
dennis kinney,1982,oak,al,0,0,0,0.7726992,95,0.7376992,,kinnd101
steve renko,1982,cal,al,3,1,2,0.7670992,99,0.7320992,0.0372337,renks101
vern ruhle,1982,hou,al,6,1,1,0.7768992,92,0.7418992,0.419487,ruhlv001
don stanhouse,1982,bal,al,2,2,0,0.7670992,99,0.7320992,-0.4827663,stand101
john pacella,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,pacej001
kevin saucier,1982,det,al,6,2,6,0.7670992,99,0.7320992,0.0744674,sauck101
john flinn,1982,bal,al,1,0,0,0.7670992,99,0.7320992,0.1393084,flinj101
dan spillner,1982,cle,al,57,12,16,0.7642992,101,0.7292992,3.472744,spild001
jerry garvin,1982,tor,al,2,3,2,0.7516992,110,0.7166992,-0.8234178,garvj101
dave laroche,1982,nya,al,18,3,3,0.7698992,97,0.7348992,1.334901,larod101
mike boddicker,1982,bal,al,0,1,0,0.7670992,99,0.7320992,-0.3806916,boddm001
paul mirabella,1982,tex,al,9,3,2,0.7726992,95,0.7376992,0.0767569,mirap001
brad havens,1982,min,al,2,1,0,0.7600992,104,0.7250992,-0.0911547,haveb001
tom henke,1982,tex,al,3,1,1,0.7726992,95,0.7376992,0.0255856,henkt001
john butcher,1982,tex,al,0,0,0,0.7726992,95,0.7376992,,butcj001
rick waits,1982,cle,al,0,1,0,0.7642992,101,0.7292992,-0.3792356,waitr001
bob owchinko,1982,oak,al,19,4,6,0.7726992,95,0.7376992,1.057117,owchb001
don welchel,1982,bal,al,0,0,0,0.7670992,99,0.7320992,,welcd101
rich barnes,1982,cha,al,0,0,0,0.7670992,99,0.7320992,,barnr101
jerry augustine,1982,mil,al,2,1,1,0.7754992,93,0.7404992,-0.1151787,auguj001
brian kingman,1982,oak,al,3,1,0,0.7726992,95,0.7376992,0.0255856,kingb101
bud black,1982,kca,al,0,0,0,0.7656992,100,0.7306992,,blacb001
rudy may,1982,nya,al,18,4,4,0.7698992,97,0.7348992,0.9527535,may-r101
roy lee jackson,1982,tor,al,23,7,8,0.7516992,110,0.7166992,0.7794925,jackr003
ed vande berg,1982,sea,al,36,7,21,0.7586992,105,0.7236992,2.538087,vande001
danny boone,1982,hou,al,3,2,1,0.7768992,92,0.7418992,-0.3689378,boond101
jon matlack,1982,tex,al,1,2,2,0.7726992,95,0.7376992,-0.6308107,matlj101
jerry reed,1982,cle,al,0,0,0,0.7642992,101,0.7292992,,reedj002
rick steirer,1982,cal,al,1,1,0,0.7670992,99,0.7320992,-0.2413831,steir001
jim slaton,1982,mil,al,10,4,3,0.7754992,93,0.7404992,-0.190834,slatj001
grant jackson,1982,kca,al,2,0,1,0.7656992,100,0.7306992,0.2800728,jackg101
dave rucker,1982,det,al,3,4,4,0.7670992,99,0.7320992,-1.104841,ruckd001
larry pashnick,1982,det,al,2,1,1,0.7670992,99,0.7320992,-0.1020747,pashl001
mike witt,1982,cal,al,3,0,2,0.7670992,99,0.7320992,0.4179253,wittm001
howard bailey,1982,det,al,3,0,2,0.7670992,99,0.7320992,0.4179253,bailh101
juan agosto,1982,cha,al,0,0,0,0.7670992,99,0.7320992,,agosj001
bob ojeda,1982,bos,al,0,0,0,0.7572992,106,0.7222992,,ojedb001
darrell jackson,1982,min,al,1,1,0,0.7600992,104,0.7250992,-0.2341032,jackd101
gene nelson,1982,sea,al,2,1,0,0.7586992,105,0.7236992,-0.0889706,nelsg001
jamie easterly,1982,mil,al,5,3,2,0.7754992,93,0.7404992,-0.4804767,eastj001
rick langford,1982,oak,al,0,0,0,0.7726992,95,0.7376992,,langr001
dave gumpert,1982,det,al,1,1,0,0.7670992,99,0.7320992,-0.2413831,gumpd001
bryan clark,1982,sea,al,6,1,5,0.7586992,105,0.7236992,0.4857351,clarb001
storm davis,1982,bal,al,6,2,4,0.7670992,99,0.7320992,0.0744674,davis001
luis aponte,1982,bos,al,9,2,1,0.7572992,106,0.7222992,0.5484488,aponl001
rollie fingers,1982,mil,al,43,10,5,0.7754992,93,0.7404992,1.951843,fingr001
lynn mcglothen,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,mcgll101
sandy wihtol,1982,cle,al,0,0,0,0.7642992,101,0.7292992,,wihts101
neal heaton,1982,cle,al,2,1,0,0.7642992,101,0.7292992,-0.0977067,heatn001
preston hanna,1982,oak,al,2,2,1,0.7726992,95,0.7376992,-0.4944144,hannp101
doyle alexander,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,alexd001
joey mclaughlin,1982,tor,al,36,10,4,0.7516992,110,0.7166992,1.576555,mclaj001
jim siwy,1982,cha,al,0,0,0,0.7670992,99,0.7320992,,siwyj001
elias sosa,1982,det,al,7,3,3,0.7670992,99,0.7320992,-0.1669158,sosae101
ron guidry,1982,nya,al,1,0,0,0.7698992,97,0.7348992,0.1378524,guidr001
bob knepper,1982,hou,al,3,0,0,0.7768992,92,0.7418992,0.4026373,knepb001
angel moreno,1982,cal,al,1,1,1,0.7670992,99,0.7320992,-0.2413831,morea101
dan quisenberry,1982,kca,al,58,15,5,0.7656992,100,0.7306992,2.422659,quisd001
ron davis,1982,min,al,26,15,8,0.7600992,104,0.7250992,-1.939115,davir001
mike brown,1982,bos,al,4,0,0,0.7572992,106,0.7222992,0.5776178,browm003
gordie pladson,1982,hou,al,0,0,0,0.7768992,92,0.7418992,,pladg101
mike flanagan,1982,bal,al,0,0,0,0.7670992,99,0.7320992,,flanm001
pete redfern,1982,min,al,1,3,4,0.7600992,104,0.7250992,-0.9882063,redfp101
ross grimsley,1982,bal,al,8,2,1,0.7670992,99,0.7320992,0.3530844,grimr101
frank lacorte,1982,hou,al,14,8,4,0.7768992,92,0.7418992,-1.207327,lacof001
jim kern,1982,cha,al,4,1,0,0.7670992,99,0.7320992,0.1765422,kernj001
bobby castillo,1982,min,al,8,2,2,0.7600992,104,0.7250992,0.3894842,castr001
tom underwood,1982,oak,al,25,4,8,0.7726992,95,0.7376992,1.875496,undet001
joe sambito,1982,hou,al,8,1,0,0.7768992,92,0.7418992,0.6879118,sambj001
doug jones,1982,mil,al,0,1,0,0.7754992,93,0.7404992,-0.3850596,joned001
keith creel,1982,kca,al,1,0,0,0.7656992,100,0.7306992,0.1400364,creek001
mark bomback,1982,tor,al,0,0,0,0.7516992,110,0.7166992,,bombm101
dennis lamp,1982,cha,al,10,2,2,0.7670992,99,0.7320992,0.631701,lampd001
moose haas,1982,mil,al,1,0,0,0.7754992,93,0.7404992,0.1349404,haasm001
mike armstrong,1982,kca,al,18,7,4,0.7656992,100,0.7306992,-0.139089,armsm001
dwight bernard,1982,mil,al,15,6,6,0.7754992,93,0.7404992,-0.2862511,bernd101
randy lerch,1982,mil,al,0,0,0,0.7754992,93,0.7404992,,lercr001
lary sorensen,1982,cle,al,0,0,0,0.7642992,101,0.7292992,,sorel001
mike lacoss,1982,hou,al,13,4,0,0.7768992,92,0.7418992,0.2016113,lacom001
ed glynn,1982,cle,al,10,3,13,0.7642992,101,0.7292992,0.2699376,glyne001
tom brennan,1982,cle,al,3,0,3,0.7642992,101,0.7292992,0.4222933,brent001
john tudor,1982,bos,al,0,0,0,0.7572992,106,0.7222992,,tudoj001
warren brusstar,1982,cha,al,10,3,0,0.7670992,99,0.7320992,0.2510097,brusw001
john d'acquisto,1982,oak,al,1,1,0,0.7726992,95,0.7376992,-0.2472072,dacqj101
steve crawford,1982,bos,al,1,0,1,0.7572992,106,0.7222992,0.1444044,craws001
mark clear,1982,bos,al,53,16,8,0.7572992,106,0.7222992,1.643906,cleam001
larry andersen,1982,sea,al,5,0,4,0.7586992,105,0.7236992,0.7183822,andel001
george cappuzzello,1982,hou,al,1,3,1,0.7768992,92,0.7418992,-1.02315,cappg101
bert roberge,1982,hou,al,13,3,2,0.7768992,92,0.7418992,0.5873987,robeb001
jim farr,1982,tex,al,0,0,0,0.7726992,95,0.7376992,,farrj101
fernando arroyo,1982,oak,al,0,0,1,0.7726992,95,0.7376992,,arrof001
roger erickson,1982,nya,al,3,0,0,0.7698992,97,0.7348992,0.4135573,ericr101
mark ross,1982,hou,al,0,0,0,0.7768992,92,0.7418992,,rossm001
tommy john,1982,nya,al,0,0,0,0.7698992,97,0.7348992,,johnt001
steve comer,1982,tex,al,15,6,3,0.7726992,95,0.7376992,-0.2556752,comes001
luis sanchez,1982,cal,al,26,3,4,0.7670992,99,0.7320992,2.479944,sancl001
john curtis,1982,cal,al,2,1,0,0.7670992,99,0.7320992,-0.1020747,curtj001
don hood,1982,kca,al,3,0,0,0.7656992,100,0.7306992,0.4201093,hoodd101
juan berenguer,1982,det,al,0,0,0,0.7670992,99,0.7320992,,berej001
steve trout,1982,cha,al,0,0,0,0.7670992,99,0.7320992,,trous001
kevin hickey,1982,cha,al,12,9,5,0.7670992,99,0.7320992,-1.754523,hickk001
bruce kison,1982,cal,al,2,3,1,0.7670992,99,0.7320992,-0.8634579,kisob001
mike caldwell,1982,mil,al,0,0,0,0.7754992,93,0.7404992,,caldm001
jerry don gleaton,1982,sea,al,0,0,0,0.7586992,105,0.7236992,,gleaj001
ed whitson,1982,cle,al,12,2,2,0.7642992,101,0.7292992,0.930702,white001
bill caudill,1982,sea,al,65,10,5,0.7586992,105,0.7236992,5.575733,caudb001
sammy stewart,1982,bal,al,21,7,3,0.7670992,99,0.7320992,0.260636,stews001
dave beard,1982,oak,al,34,12,11,0.7726992,95,0.7376992,0.0342349,beard001
bud anderson,1982,cle,al,7,1,3,0.7642992,101,0.7292992,0.6061154,andeb101
aurelio lopez,1982,det,al,7,3,1,0.7670992,99,0.7320992,-0.1669158,lopea001
dave rozema,1982,det,al,6,0,0,0.7670992,99,0.7320992,0.8358506,rozed001
dave smith,1982,hou,al,27,4,4,0.7768992,92,0.7418992,2.080585,smitd001
dave goltz,1982,cal,al,12,4,1,0.7670992,99,0.7320992,0.1489349,goltd101
chuck rainey,1982,bos,al,0,0,0,0.7572992,106,0.7222992,,rainc001
luis tiant,1982,cal,al,0,0,0,0.7670992,99,0.7320992,,tianl101
steve mccatty,1982,oak,al,0,0,0,0.7726992,95,0.7376992,,mccas001
mickey mahler,1982,cal,al,4,0,0,0.7670992,99,0.7320992,0.5572337,mahlm001
mike stanton,1982,sea,al,26,8,15,0.7586992,105,0.7236992,0.7249992,stanm001
pete filson,1982,min,al,0,0,1,0.7600992,104,0.7250992,,filsp001
dave schmidt,1982,tex,al,14,0,4,0.7726992,95,0.7376992,1.90955,schmd001
steve baker,1982,oak,al,0,0,0,0.7726992,95,0.7376992,,bakes101
dave tobik,1982,det,al,37,8,5,0.7670992,99,0.7320992,2.10888,tobid001
chico escarrega,1982,cha,al,3,1,1,0.7670992,99,0.7320992,0.0372337,escac101
paul boris,1982,min,al,5,2,2,0.7600992,104,0.7250992,-0.039361,borip101
jeff jones,1982,oak,al,6,2,1,0.7726992,95,0.7376992,0.0511713,jonej001
dennis martinez,1982,bal,al,0,0,0,0.7670992,99,0.7320992,,martd001
edwin nunez,1982,sea,al,5,1,0,0.7586992,105,0.7236992,0.3420586,nunee001
dennis lewallyn,1982,cle,al,2,2,0,0.7642992,101,0.7292992,-0.4769423,lewad101
stan bahnsen,1982,cal,al,0,0,2,0.7670992,99,0.7320992,,bahns101
shane rawley,1982,nya,al,17,5,6,0.7698992,97,0.7348992,0.4327533,rawls001
tippy martinez,1982,bal,al,36,11,12,0.7670992,99,0.7320992,0.8274968,martt001
randy moffitt,1982,hou,al,10,4,4,0.7768992,92,0.7418992,-0.201026,moffr101
doug corbett,1982,cal,al,12,11,2,0.7670992,99,0.7320992,-2.515906,corbd001
danny darwin,1982,tex,al,27,5,11,0.7726992,95,0.7376992,1.764685,darwd001
ken forsch,1982,cal,al,1,1,0,0.7670992,99,0.7320992,-0.2413831,forsk001
rick honeycutt,1982,tex,al,0,0,1,0.7726992,95,0.7376992,,honer001
tim stoddard,1982,bal,al,18,7,7,0.7670992,99,0.7320992,-0.1572889,stodt001
steve senteney,1982,tor,al,0,0,1,0.7516992,110,0.7166992,,sents101
chuck porter,1982,mil,al,0,0,0,0.7754992,93,0.7404992,,portc001
pete ladd,1982,mil,al,3,3,3,0.7754992,93,0.7404992,-0.7503575,laddp001
doug corbett,1982,min,al,13,4,0,0.7600992,104,0.7250992,0.3501231,corbd001
dave frost,1982,kca,al,2,1,1,0.7656992,100,0.7306992,-0.0998907,frosd101
don cooper,1982,min,al,0,0,0,0.7600992,104,0.7250992,,coopd001
richard dotson,1982,cha,al,0,0,0,0.7670992,99,0.7320992,,dotsr001
curt kaufman,1982,nya,al,1,0,0,0.7698992,97,0.7348992,0.1378524,kaufc001
oil can boyd,1982,bos,al,0,1,0,0.7572992,106,0.7222992,-0.3755956,boydo001
mike moore,1982,sea,al,0,0,0,0.7586992,105,0.7236992,,moorm001
bo mclaughlin,1982,oak,al,4,2,1,0.7726992,95,0.7376992,-0.2216215,mclab101
jack o'connor,1982,min,al,1,1,0,0.7600992,104,0.7250992,-0.2341032,oconj001
bill castro,1982,kca,al,2,2,0,0.7656992,100,0.7306992,-0.4798543,castb101
dale murray,1982,tor,al,23,11,5,0.7516992,110,0.7166992,-0.7112417,murrd001
derek botelho,1982,kca,al,0,0,0,0.7656992,100,0.7306992,,boted001
la marr hoyt,1982,cha,al,7,0,3,0.7670992,99,0.7320992,0.975159,hoytl001
mike morgan,1982,nya,al,3,1,1,0.7698992,97,0.7348992,0.0314097,morgm001
jim palmer,1982,bal,al,0,1,0,0.7670992,99,0.7320992,-0.3806916,palmj001
bruce hurst,1982,bos,al,0,1,0,0.7572992,106,0.7222992,-0.3755956,hursb001
rich bordi,1982,sea,al,0,0,1,0.7586992,105,0.7236992,,bordr001
jim wright,1982,kca,al,0,0,0,0.7656992,100,0.7306992,,wrigj101
dan boitano,1982,tex,al,0,0,1,0.7726992,95,0.7376992,,boitd101
pat underwood,1982,det,al,6,1,6,0.7670992,99,0.7320992,0.455159,undep101
andy hassler,1982,cal,al,6,1,10,0.7670992,99,0.7320992,0.455159,hassa001
bob tufts,1982,kca,al,0,1,1,0.7656992,100,0.7306992,-0.3799636,tuftb101
chris welsh,1982,sdn,nl,0,2,0,0.7797553,96,0.7447553,-0.7745455,welsc001
jay baller,1982,phi,nl,0,0,0,0.7713553,102,0.7363553,,ballj001
don robinson,1982,pit,nl,5,1,1,0.7685553,104,0.7335553,0.3113073,robid001
vicente romo,1982,lan,nl,3,1,0,0.7783553,97,0.7433553,0.013821,romov101
mike chris,1982,sfn,nl,0,0,0,0.7755553,99,0.7405553,,chrim101
steve mura,1982,sln,nl,1,0,1,0.7727553,101,0.7377553,0.1363672,muras001
al hrabosky,1982,atl,nl,9,4,2,0.7685553,104,0.7335553,-0.2788338,hraba101
